id,tea_bush_density,fertilizer,pesticide,sunlight_hours,humidity,max_temperature,min_temperature,avg_temperature,rainfall,monthly_rainfall,tea_quality,shoot_length,bud_density,tea_yield
268,2000,184.5,2.88,1603,63.7,33.1,19,26,1595,132.9,0.22,13.8,399,204.7
269,1500,188,0.59,1164,71.8,30.5,11.9,21.2,2482,206.8,0.258,7,203,158.1
270,2500,186.2,1.35,2368,72.8,26.9,12.9,19.9,1599,133.2,0.3,12,415,184.6
271,2500,129.1,2.02,1496,70.9,28.1,18.8,23.5,1884,157,0.207,13.5,230,230
272,2500,82.9,2.44,2100,83,27.3,10.8,19,2447,203.9,0.112,10.1,232,188.4
273,3000,169.7,0,1127,85.2,28.1,17,22.6,1902,158.5,0.418,11.2,209,253.5
274,2000,82.1,4.44,1193,64.5,26.9,16.8,21.8,1580,131.7,0.125,10.4,336,177.4
275,2000,90.1,0.04,2019,65,28.7,19.7,24.2,1788,149,0.309,12.6,100,183.2
276,2500,85,3.87,2265,72.6,31.9,19.7,25.8,1816,151.3,0.137,10.2,108,185.4
277,2000,127.2,2.35,1302,69.6,34.6,14.8,24.7,1158,96.5,0.211,14.4,396,162.1
278,2500,98.3,2.62,1628,84.6,27.1,16.6,21.8,1607,133.9,0.198,13.7,124,182
279,2500,73.1,1.04,1929,89.9,28,11.6,19.8,1790,149.2,0.279,12.5,400,203
280,2500,118,3.04,2194,65.4,25,12.3,18.6,2169,180.8,0.18,8.3,218,190.7
281,2000,181.1,2.69,1942,82.9,27.3,15.6,21.4,1009,84.1,0.309,11,419,216
282,2000,135.6,0.82,1143,78.2,29.2,12.4,20.8,2221,185.1,0.191,6.3,351,216
283,1000,181.8,1.19,1814,79.3,29.6,12.2,20.9,1405,117.1,0.184,9,409,136.1
284,2000,79.4,0.33,2327,67.9,27.7,10.2,19,2073,172.8,0.346,10.4,284,164
285,1000,75,0.33,2302,62.9,26.5,10.7,18.6,2159,179.9,0.192,8.5,440,148.7
286,2000,136.3,0.07,1878,76.3,30.6,17.1,23.8,2289,190.8,0.316,5.9,221,165.1
287,2000,119.5,1.1,2494,78.4,29.1,10.1,19.6,2428,202.3,0.252,8.1,213,188.5
288,1500,149,3.4,1158,88.9,29.3,19,24.2,2350,195.8,0.18,14.2,107,200.8
289,2000,169.2,1.58,1718,80.3,33.9,10.8,22.4,1950,162.5,0.236,11.1,183,194.6
290,1000,162.7,1.71,2163,73.3,30.6,11.6,21.1,2088,174,0.25,7,233,141.4
291,1000,191.3,0.66,1212,89.8,28.9,13.4,21.2,2053,171.1,0.279,13,427,144.5
292,2500,109.7,2.88,2459,71.2,27.5,17.3,22.4,1777,148.1,0.134,14.1,152,215.9
293,2000,81,1.71,1531,64.9,29.3,17,23.2,2153,179.4,0.24,10.6,314,149.8
294,1500,132.6,3.38,1525,78.5,33.6,12.5,23,1679,139.9,0.201,9.3,210,170.3
295,2000,66.6,3.71,1320,68,34.7,13.3,24,2230,185.8,0.187,8.6,337,150
296,2500,93.3,2.92,1432,87.7,28.8,18.2,23.5,2116,176.3,0.213,6.6,500,182.9
297,1500,81.2,1.38,1866,72.8,27.1,15,21,1735,144.6,0.336,5.6,424,134
298,2000,109.5,2.54,1644,64.5,34.1,14.6,24.4,1771,147.6,0.215,7.2,186,173.9
299,1000,66.7,1.26,1290,64.2,26.4,16.3,21.4,1962,163.5,0.316,9.8,470,102.1
300,1000,54.8,4.51,2214,79.5,28,14.6,21.3,1500,125,0.106,5.5,238,114.2
301,2000,148.5,3.83,1093,71,27,14.3,20.6,1834,152.8,0.172,14.8,361,186.1
302,2000,141.5,2.47,2252,70.9,30.7,18,24.4,2350,195.8,0.317,12,477,204.1
303,2000,156.3,4.83,1412,78.4,29.1,19.3,24.2,1467,122.2,0.111,8.4,443,173.6
304,2500,149.1,2.73,1744,66.6,27.9,15.5,21.7,2034,169.5,0.263,9.3,281,220.9
305,3000,67.1,1.64,1572,64.4,32.7,12.9,22.8,1060,88.3,0.254,14.9,147,208.3
306,2000,93.7,0.48,1856,79.7,31.6,19.5,25.6,1192,99.3,0.257,8.5,290,170.3
307,2000,69.4,2.72,2194,60.2,35,17,26,2328,194,0.209,6.5,353,175.7
308,2500,176.4,4.3,2484,87.2,28.1,16.5,22.3,2355,196.2,0.162,9.4,191,231.5
309,1500,162,4.33,1459,65.5,33.5,16.1,24.8,1853,154.4,0.164,7,149,166.5
310,2000,80.2,3.02,1831,73.4,28,17.4,22.7,1895,157.9,0.157,10.9,486,170.7
311,1000,101.2,1.97,1699,66.3,25.1,17.8,21.5,1615,134.6,0.428,8.8,425,116.4
312,1000,195,3.25,2498,66.5,26.5,17.9,22.2,1895,157.9,0.23,7.6,332,130.2
313,3000,139.1,3.81,2213,85.1,30.1,19.8,25,2314,192.8,0.222,7.9,330,265
314,2500,170.2,2.06,1596,77.6,33.1,14.1,23.6,1232,102.7,0.283,14.6,402,216.6
315,2000,89.7,2.38,1715,69.3,25.6,12.4,19,1751,145.9,0.179,8.8,399,191.7
316,2000,81.5,3.4,1369,67.5,33.3,13.9,23.6,2314,192.8,0.15,14.4,171,174.3
317,1500,167.6,4.38,2133,66.4,32.2,17.7,25,1106,92.2,0.146,10.5,225,140.8
318,1500,152.9,3.96,2268,76.6,25.3,15.4,20.4,1302,108.5,0.1,10.6,358,185.9
319,1500,152.1,0.11,2447,81.9,26.1,18.6,22.4,1769,147.4,0.317,5.8,402,146
320,2000,132.9,0.62,1849,67.6,25.8,12.4,19.1,1926,160.5,0.283,14.8,121,187.5
321,2500,134.5,4.26,2006,70,31.8,17.4,24.6,2061,171.8,0.158,10.2,383,157.7
322,2000,160.4,4.17,1669,81.6,30.6,12.5,21.6,1277,106.4,0.1,13.5,106,199.8
323,1500,90.5,1.94,1914,82.1,28.6,18,23.3,1897,158.1,0.35,11.9,214,151.8
324,3000,102.9,2.92,1523,66.2,25.9,14.4,20.2,1515,126.2,0.353,9.9,481,216.1
325,2500,180.7,4.53,2107,71.5,28.9,19.9,24.4,1475,122.9,0.135,11.9,274,231.9
326,2000,96.3,4.56,1034,86.1,31.8,16.7,24.2,1094,91.2,0.181,6.1,297,171.4
327,2000,131.9,3.92,1043,82.2,25.9,17.4,21.6,1186,98.8,0.173,5.6,396,174.8
328,2000,155.4,1.05,2074,64.9,33.6,10.4,22,2198,183.2,0.26,8.6,334,195.5
329,1500,200,3.65,2396,71.6,25.6,17,21.3,1685,140.4,0.111,6.9,221,161
330,2000,115.3,0.51,1948,89.2,31.1,14.2,22.6,2124,177,0.343,13.9,336,168.4
331,2500,114.2,4.47,2090,75.8,26.9,13.2,20,2226,185.5,0.1,8,318,206.7
332,1000,176.4,0.75,2236,81.6,25.9,18,22,2190,182.5,0.361,11.6,151,135.8
333,1500,170.8,3.31,1543,62.8,28.5,12.3,20.4,2472,206,0.141,14.1,398,177.6
334,1000,159.7,3.05,1162,85,31.7,11.8,21.8,1389,115.8,0.205,5.6,343,150
335,1000,119.5,3.88,2400,78.1,26.2,13.6,19.9,1109,92.4,0.106,12.1,125,155.4
336,2500,98.6,2.76,2408,65.3,29.8,16.3,23,1784,148.7,0.154,5.1,158,203.9
337,2500,141.3,0.3,1663,71.4,29.1,12.6,20.8,2445,203.8,0.4,13.6,152,210.1
338,2000,181.4,3.53,1326,62.5,29.3,15.6,22.4,1303,108.6,0.136,14.8,128,170
339,1000,182.6,1.92,2339,83.3,34.4,13.8,24.1,1816,151.3,0.231,7.3,184,142.3
340,2000,66.3,1.6,2063,82.3,28.5,14,21.2,1614,134.5,0.234,6.6,330,136.3
341,2000,114.3,4.96,1012,74.7,34.9,12,23.4,1936,161.3,0.1,10,149,183.4
342,1500,119.7,2.95,1162,73.6,30.4,13.2,21.8,1654,137.8,0.189,14.5,188,135.6
343,2000,196.6,3.55,2475,73.9,33.4,12.7,23,2483,206.9,0.1,8,468,164.2
344,2000,151.7,2.63,1057,61.1,28.5,12.4,20.4,2169,180.8,0.246,8.2,350,180.1
345,2000,111.1,3.85,1424,71,25.8,10.8,18.3,2159,179.9,0.169,11.2,327,176.5
346,2000,53.9,3.76,1823,63.9,25.8,14.3,20,1550,129.2,0.192,12.1,195,147
347,1000,134.8,3.29,1277,65.5,30.7,12.4,21.6,2148,179,0.239,10.4,308,143.2
348,2000,64.4,4.99,1348,88.9,34.3,19.6,27,1783,148.6,0.108,7.2,185,127.7
349,2000,175.2,2.3,1529,67.9,25.7,16,20.8,2286,190.5,0.231,14,310,224.9
350,2000,162.9,3.53,1404,74.5,31.9,14.6,23.2,2173,181.1,0.197,10.2,407,193.7
351,2500,119.1,3.99,2205,86.6,30.6,13.4,22,2005,167.1,0.1,14.5,348,187.9
352,2000,114.4,1.88,1750,72.4,31.5,14.6,23,1362,113.5,0.228,9.8,219,163.8
353,1500,184.6,2.29,1418,75.9,27.2,13.4,20.3,1861,155.1,0.278,6.4,380,164.9
354,1000,93.3,4.85,1470,65.1,25.7,18.6,22.2,2340,195,0.14,8.7,241,118.3
355,2000,87.4,0.16,1060,68.6,25.7,12.6,19.2,1936,161.3,0.442,10.4,197,162.5
356,1000,190.9,1.68,1074,75.2,27.5,12.8,20.2,2248,187.3,0.257,6.9,240,150.8
357,2000,171.4,2.43,2077,70.9,27.1,17.1,22.1,1800,150,0.28,9.1,299,209.9
358,3000,173.1,0.01,1169,61.1,26.3,19,22.6,2264,188.7,0.334,6.1,394,222.7
359,2000,79.3,4.5,1714,72,27.6,16.8,22.2,1875,156.2,0.1,13.9,494,159.5
360,2000,71.5,1.43,2264,84.5,30.3,10.8,20.6,2277,189.8,0.286,14.6,494,165.9
361,2000,53.9,1.29,1553,63.5,34.5,19,26.8,1709,142.4,0.261,9.6,385,178
362,2000,85.6,4.1,1519,60.6,34.2,17.7,26,2000,166.7,0.11,13.9,127,174.2
363,2000,166.1,1.39,2310,63.6,27.7,12.4,20,1086,90.5,0.212,6.8,321,193.2
364,3000,86,3.29,2297,80.6,25.7,10.6,18.2,1657,138.1,0.168,5.7,175,228.6
365,2000,159.4,4.11,2320,83.8,35,17.2,26.1,1209,100.8,0.1,8.3,235,181.7
366,3000,87.8,3.96,1858,61.5,29.8,12.3,21,1345,112.1,0.236,7.4,314,251.1
367,3000,109.3,3.91,2428,86.6,34.8,15.2,25,1812,151,0.199,7.4,231,241.5
368,1500,197.5,0.44,2228,78.8,30.4,10.9,20.6,1811,150.9,0.264,12.8,414,145.4
369,1000,86.7,0.4,1623,75.5,33.9,15.7,24.8,2199,183.2,0.295,13.1,115,151.9
370,1500,106.5,1.53,1944,67.6,29.5,10.2,19.8,1713,142.8,0.243,10.6,258,134.1
371,1000,95.2,0.18,1183,71.2,31.2,15.3,23.2,2416,201.3,0.323,12.2,388,131.7
372,1000,66.4,2.5,1827,88.4,30.4,18.3,24.4,1502,125.2,0.182,7.8,493,110.8
373,2000,123.5,1.97,1395,87.3,27.2,15.8,21.5,1689,140.8,0.245,12,321,217.6
374,1000,106.8,2.79,1425,78.8,32.6,18.8,25.7,2156,179.7,0.257,12.5,437,130
375,2000,154.2,1.49,1189,77.4,25.5,15.5,20.5,1986,165.5,0.252,14.4,297,175.5
376,2500,172.6,2.43,1537,66.3,28.6,16.9,22.8,1250,104.2,0.156,5.9,500,225.2
377,1000,131.6,1.67,1722,88.6,33.7,13.7,23.7,1778,148.2,0.165,13.5,455,118.2
378,2500,54.8,0.98,1901,82.7,30,13,21.5,1114,92.8,0.198,6.6,357,185.9
379,1500,142.8,3.25,1457,71.5,25.8,13.4,19.6,1224,102,0.191,9.3,315,187.5
380,1500,58.3,3.37,2188,84.5,27.1,11,19,1157,96.4,0.184,5.1,472,132.7
381,2000,142.5,4.15,1781,66.4,26.1,12.5,19.3,1143,95.2,0.119,14.5,372,208.5
382,2000,152.8,4.37,1957,66.4,27.8,13.9,20.8,1220,101.7,0.1,14.6,457,177.4
383,2500,79.7,3.52,1417,83.7,26.7,13.4,20,2336,194.7,0.152,14.6,282,203.1
384,2500,172.9,3.44,2221,76.8,32.1,15,23.6,2032,169.3,0.185,5.9,278,217.3
385,2500,186.7,0.28,1936,76.7,31.6,14.9,23.2,2013,167.8,0.301,8.1,490,214.9
386,1500,172,0.55,2294,77.2,26.4,17.4,21.9,2344,195.3,0.321,9,436,194.6
387,1500,95.8,4.06,1240,63.8,29.4,14,21.7,2047,170.6,0.122,14.8,316,128.3
388,2500,138,1.16,1571,70.5,28,16.8,22.4,1913,159.4,0.288,12.9,457,204.3
389,2500,187.2,1.78,1170,77.2,28.4,18.9,23.6,2118,176.5,0.147,11.5,134,201
390,3000,98.1,0.73,1323,67.4,30.8,14.6,22.7,2047,170.6,0.344,8.8,255,206.6
391,2000,173,0.98,1592,75.1,34,15.5,24.8,1901,158.4,0.308,14.7,231,177.4
392,2000,51.4,3.88,2342,76.7,34,16.8,25.4,1161,96.8,0.124,12.1,453,177.2
393,2500,50.5,1.31,1836,88.3,29.1,14.9,22,1105,92.1,0.266,10.2,288,165
394,2000,164,2.25,1496,67.4,28.9,11.6,20.2,1247,103.9,0.251,10.2,287,193.5
395,3000,164.2,0.76,2120,73.2,30.2,12.9,21.6,1932,161,0.298,5.8,144,229.3
396,2500,168.3,3.39,1030,89.4,29.7,10.3,20,1783,148.6,0.211,8.8,342,231.6
397,2000,189.5,3.64,1555,65.6,25.6,16.8,21.2,1820,151.7,0.162,6.4,288,188.2
398,2500,67.7,1.81,1901,83.4,30.8,12.8,21.8,1578,131.5,0.302,12.4,162,192.5
399,2500,84.8,3.92,1875,65.3,30.8,18.2,24.5,2234,186.2,0.1,13.8,427,200.3
400,1500,185.6,1.2,1911,85.5,29.5,16.6,23,2113,176.1,0.295,14.3,341,163.6
401,3000,76.6,3.46,1317,74.6,29.1,17.4,23.2,1077,89.8,0.1,14.8,476,201.8
402,2000,152.3,3.65,1506,89.2,34.4,18.8,26.6,1300,108.3,0.118,7.2,302,188.6
403,2500,129.6,4.84,2397,65.1,31,14.3,22.6,1819,151.6,0.1,10.1,352,208
404,2000,62.5,1.16,2461,80.6,33.2,11.9,22.6,1287,107.2,0.278,12.4,240,177.8
405,2500,92.8,0.47,1468,80.9,34.5,19.4,27,1212,101,0.304,11.4,311,192.3
406,2000,128.1,1.32,1967,81.6,33.1,20,26.6,1014,84.5,0.247,15,238,162.8
407,1000,177.9,0.61,1362,63,34.4,12.2,23.3,2474,206.2,0.242,7.5,140,124.5
408,3000,156.1,0.85,1553,68.7,32.6,17.4,25,1347,112.2,0.212,10.9,132,235.9
409,1000,143.3,1.67,2189,70.1,26.7,10.7,18.7,1634,136.2,0.2,7.7,236,121.7
410,2000,124.4,2.07,1752,69.7,27.3,10.3,18.8,1940,161.7,0.281,11.7,137,180.2
411,3000,94.8,4.52,2274,80.3,26.9,16.8,21.8,1369,114.1,0.12,7.9,177,244.3
412,3000,67.9,0.98,1943,61.6,28.2,12.6,20.4,2221,185.1,0.242,12.2,167,199.7
413,2000,111.4,4.86,1943,81.9,28.5,18.7,23.6,1889,157.4,0.1,11.4,396,166.9
414,2000,54.3,4.05,1051,75.8,33.1,15.1,24.1,2027,168.9,0.154,6.7,283,179.2
415,2000,81.7,4.41,2125,65.2,28.6,17.8,23.2,1231,102.6,0.121,7.2,124,140.2
416,1500,114.9,4.65,2467,66.8,32.3,11,21.6,2084,173.7,0.1,9.8,190,161.7
417,2000,112.8,3.77,1710,62.9,34,18.7,26.4,1079,89.9,0.119,12,127,198.5
418,2000,56.6,3.94,1238,73.8,26.1,11.9,19,1481,123.4,0.121,6.6,187,176.1
419,2500,138.4,2.19,2465,77.8,25,15.7,20.4,1646,137.2,0.295,7.9,365,199.3
420,2500,132.5,2.55,1435,77.4,33.9,16.1,25,1143,95.2,0.244,6.2,418,218.4
421,2500,61.7,4.66,1614,88.9,27.4,10.7,19,1839,153.2,0.181,5.9,433,191.8
422,1000,191.5,1.89,1116,68.9,26.5,19.8,23.2,1511,125.9,0.25,9.3,164,147.8
423,2000,64.9,0.21,1166,82.9,28,13,20.5,1203,100.2,0.285,7.2,378,197.4
424,1000,178.2,3.81,1325,81.7,26.9,17.1,22,1428,119,0.219,7.9,146,157.3
425,2000,50,2.87,1823,61.8,32.9,16.3,24.6,1870,155.8,0.177,11.3,484,128.4
426,2000,182.3,4.07,1837,87.9,31.3,10.3,20.8,1338,111.5,0.1,11.8,263,196.1
427,2500,53,0.38,1909,87.9,26.7,18.6,22.6,1705,142.1,0.282,5.3,114,182.4
428,2000,163.7,3.11,1876,71.9,30.8,13,21.9,2036,169.7,0.221,8.4,154,170.4
429,1500,104.3,1.24,1743,72.5,27.1,12.5,19.8,1917,159.8,0.287,8.6,435,141.5
430,1500,160.7,4.52,2203,84.6,27,10.6,18.8,2146,178.8,0.1,13.8,236,175
431,2500,110.3,0.55,2401,74.9,31,12.5,21.8,2038,169.8,0.279,9.5,109,208
432,2000,60.6,4.22,1405,84,31.6,16.2,23.9,1727,143.9,0.271,8.4,351,169.4
433,1500,165.1,0.44,1195,61.1,28.5,12,20.2,1780,148.3,0.336,6.8,488,200.1
434,1000,60.7,0.13,1638,67.5,32.6,14.7,23.6,1397,116.4,0.322,13.4,113,114.8
435,2500,188.3,1.18,1040,62.7,33.4,18,25.7,2398,199.8,0.302,13.8,382,217.7
436,1000,57.6,1.67,2325,73.6,34.2,19.6,26.9,2353,196.1,0.165,14.7,339,91.4
437,2500,121.9,3.13,1360,85.6,31.3,17,24.2,2225,185.4,0.145,13.9,103,212.3
438,2500,158.5,0.66,1824,77.1,27.2,12,19.6,1224,102,0.269,12.7,318,219.7
439,1000,109,2.19,1173,75.6,32.5,13.8,23.2,2158,179.8,0.301,9.9,164,142.9
440,1000,82.6,1.02,1830,71,26.1,15.5,20.8,2391,199.2,0.193,12.2,420,106.1
441,3000,163.9,4.28,1058,61.9,26.8,18.7,22.8,2365,197.1,0.1,11,231,231.5
442,2000,167.6,0.22,2153,83,33.3,15.5,24.4,2358,196.5,0.34,12.5,187,182.8
443,2000,188.4,1.78,2433,77.1,34.1,14.9,24.5,2011,167.6,0.233,12.1,255,201.1
444,2500,106.4,3.16,1460,87.9,25.7,12.6,19.2,1375,114.6,0.141,9.6,416,204.2
445,3000,125.9,4.57,1387,73,28.1,15,21.6,1878,156.5,0.1,9.7,202,228.5
446,3000,104.5,4.34,1672,72,31.3,13.2,22.2,1426,118.8,0.205,11.5,314,223.5
447,2500,88.6,4.48,1930,89.2,34.4,15.6,25,2201,183.4,0.17,13.7,376,194.1
448,2000,162.7,0.31,1283,64.2,30.7,18.1,24.4,1258,104.8,0.238,9.5,220,187.3
449,1000,100.9,4.2,2205,67.6,33.2,19.5,26.4,1325,110.4,0.132,8.8,357,113.1
450,2500,114.2,3.9,1298,74.6,34.2,18.1,26.2,1398,116.5,0.1,13.5,481,188
451,2000,110.6,4.51,1008,75.7,30.2,18.3,24.2,1891,157.6,0.131,7.9,317,177.9
452,2000,156.9,1.56,1786,76.5,32.4,13.6,23,1882,156.8,0.312,14.2,171,184
453,3000,187.7,4.56,1173,66.4,31.6,17,24.3,1824,152,0.1,10.4,355,247.5
454,1500,150,2.01,2047,87.8,31.7,13.9,22.8,1218,101.5,0.266,8.6,492,138.7
455,2000,120.7,3.17,1251,81.1,30.2,10.2,20.2,1695,141.2,0.263,9,403,180.2
456,1000,166.9,2.12,2226,67.8,31.2,18.8,25,2393,199.4,0.126,10.5,190,131.2
457,2000,146.1,2.14,1706,68.8,30.5,10.5,20.5,2407,200.6,0.24,8.2,249,201.7
458,1000,59.1,2.73,1849,86.4,31.4,11.2,21.3,1721,143.4,0.219,12.8,139,98.2
459,1500,64.3,1.78,1280,71.4,30.1,10.2,20.2,1394,116.2,0.246,14.8,298,143
460,1500,55.7,3.96,1220,76.7,27.2,10.7,19,2489,207.4,0.1,13.2,230,148.8
461,2000,118.5,3.17,1947,63.6,31.9,10.6,21.2,1330,110.8,0.192,6.2,322,162.8
462,2500,173.9,3.45,1383,67.6,28.8,16.8,22.8,2261,188.4,0.148,8.3,160,225.5
463,2000,97,1.16,1579,72.5,26.3,18.5,22.4,1442,120.2,0.295,10.1,493,171.8
464,3000,107.6,4.85,1719,79.7,33.5,18,25.8,2365,197.1,0.1,13.8,246,242.7
465,2000,186.4,3.3,1344,68.4,26.8,16.3,21.6,1178,98.2,0.174,9.6,306,202.5
466,1500,175.5,0.99,2193,88.5,30.4,17.9,24.2,1474,122.8,0.432,8.2,500,142.6
467,2500,149.8,3.75,2409,66.6,32.2,14.6,23.4,1964,163.7,0.1,12.8,235,206.6
468,1500,90,0.87,1648,83.4,31.5,19.1,25.3,1142,95.2,0.157,12.4,249,164.6
469,3000,67.6,0.32,2376,70.9,26.6,14.6,20.6,1588,132.3,0.331,6.4,422,228.8
470,1000,52.4,2.64,2324,85,26.9,10.3,18.6,1591,132.6,0.199,6.6,130,120.3
471,3000,66.1,2.77,1249,87.7,26.5,17,21.8,1767,147.2,0.201,10.1,205,211.4
472,1000,93.9,0.94,1260,65.6,25.7,18.3,22,1005,83.8,0.237,13.6,296,137.1
473,2500,132.8,1.74,1716,74.7,27.8,12.2,20,1977,164.8,0.275,7.8,330,189.6
474,2000,59.6,4.73,1789,64.6,30.2,13.2,21.7,1614,134.5,0.172,11.3,430,173.3
475,3000,70.4,1.43,1512,81.2,26.7,16.9,21.8,1363,113.6,0.237,9.3,400,214.3
476,1000,77.2,0.78,1469,85,34.7,15.7,25.2,1309,109.1,0.356,5.2,388,129.4
477,2000,144.8,4.96,1647,71.7,32,18.9,25.4,2163,180.2,0.108,9.7,254,226.8
478,3000,142.4,1.51,2036,71.9,30.8,14.8,22.8,1429,119.1,0.285,11.4,489,263.5
479,2000,132.6,3.4,1127,66.1,31.8,16.7,24.2,2016,168,0.178,13.7,432,174
480,2000,87.6,1.16,2066,69.2,29.4,12.7,21,1015,84.6,0.257,7.9,289,189.5
481,2000,105.7,2.75,2389,69.7,29.7,19.3,24.5,2455,204.6,0.238,10.9,237,175.1
482,2000,64.5,1.93,2145,64.7,33.9,13.7,23.8,1121,93.4,0.211,14.3,101,141.5
483,2000,84,4.81,1288,69.3,32.2,15.4,23.8,1607,133.9,0.148,11,255,158
484,2000,184.7,2.16,1131,87.2,30.9,16.2,23.5,2001,166.8,0.299,14.1,122,187
485,3000,197,2.92,1736,69.8,34.5,12.5,23.5,1936,161.3,0.185,10.9,222,248.6
486,1000,147.1,4.72,2435,68.2,31.6,13.2,22.4,2339,194.9,0.1,11.1,179,127.8
487,1500,187.5,4.95,2229,71.5,29,15,22,2455,204.6,0.1,12.2,231,182.6
488,3000,146.4,0.51,1844,88.8,25.5,12.7,19.1,2080,173.3,0.381,12.5,124,219
489,2500,55,4.17,1214,82.9,28.9,11.3,20.1,1958,163.2,0.114,10.1,411,202.6
490,2000,199.5,1.91,2071,66.1,34.2,18.4,26.3,1148,95.7,0.248,11.5,135,184.5
491,2000,64.8,2.97,2219,82.6,25.4,13.2,19.3,1661,138.4,0.186,12,387,156.4
492,1500,152.4,1.88,2403,83,26.8,14.2,20.5,1280,106.7,0.232,6.6,474,143.1
493,1500,87.9,2.01,1918,88.5,33.1,15.5,24.3,1569,130.8,0.331,8,296,145
494,2000,108.8,0.79,1772,86.7,28.6,18.4,23.5,1212,101,0.353,13.9,414,173.3
495,2000,146.9,2.86,1929,62.9,26.9,11.4,19.2,2178,181.5,0.155,7.4,477,212.4
496,2000,115.5,2.73,2415,73.6,33.2,16.3,24.8,1770,147.5,0.104,11.4,315,177.3
497,1000,87.6,0.95,1942,81.1,30.6,13.5,22,1166,97.2,0.32,5.5,206,154.3
498,3000,100.2,2.71,1386,89.2,30.5,18.7,24.6,1781,148.4,0.172,13.2,109,219.8
499,3000,101.2,4.87,1954,62.6,27.9,16.6,22.2,1494,124.5,0.105,10.9,274,227.6
500,2000,193.9,3.57,2320,71,31.8,11.5,21.6,1752,146,0.151,10,161,180.1
501,2000,169.8,2.4,1851,74.8,33.6,13,23.3,1385,115.4,0.285,12.4,442,185.7
502,2000,118.8,4.58,1754,72.4,32.5,10.4,21.4,2135,177.9,0.105,12.6,417,145.4
503,2500,80,2.88,2100,73.7,31.1,17.7,24.4,1012,84.3,0.207,7.5,394,176.9
504,2000,171.7,0.68,1991,71.1,28.5,14.1,21.3,1210,100.8,0.414,14.8,138,200.5
505,1500,73.6,2.74,1085,89.1,33.5,10.5,22,1857,154.8,0.272,14.1,359,182.1
506,3000,81.6,0.9,2088,84.1,30.7,10.1,20.4,1972,164.3,0.214,7.1,225,212.4
507,2500,104.9,3.84,1611,82.1,33.9,19.6,26.8,1062,88.5,0.138,8.3,295,212.9
508,3000,182.1,4.84,2411,72.3,27.5,18.5,23,1999,166.6,0.1,8.8,488,232.8
509,2500,69.8,1.8,2456,86.4,31.5,13.3,22.4,1302,108.5,0.286,12.8,137,187.8
510,2000,68.3,2.17,1673,62.8,34.4,15.2,24.8,1221,101.8,0.198,8.3,362,173.4
511,2000,124.1,2.11,2453,64.3,28.7,15.8,22.2,1030,85.8,0.152,11.7,471,161.9
512,3000,91.5,1.43,1466,88.6,34.5,15.2,24.8,1738,144.8,0.283,11.6,120,235.9
513,2500,135.3,3.97,2024,77,28.9,13.1,21,2129,177.4,0.194,10.7,348,229.2
514,1000,117.7,3.09,1113,64.8,29.4,13.9,21.6,1893,157.8,0.176,11.2,336,126.6
515,1000,115.2,0.32,1217,88.5,33.1,11.8,22.5,2299,191.6,0.324,7.3,337,127.5
516,2000,66.8,4.19,2297,89.2,27.6,10.3,19,1801,150.1,0.136,6.5,210,128.3
517,2500,71.2,0.94,2341,86.4,32.1,11.5,21.8,1013,84.4,0.261,8.4,389,193.9
518,3000,173.2,4.9,1799,67.2,28,10.1,19,2282,190.2,0.1,9.9,439,235.6
519,1500,182.9,1.88,1510,68.4,30.9,14.3,22.6,2378,198.2,0.232,10.3,222,147.6
520,2000,85.2,3.08,1677,72.2,32.8,16.6,24.7,2310,192.5,0.219,6.7,172,187.2
521,2000,67,0.39,2304,77.4,25.3,11.8,18.6,1285,107.1,0.383,12,481,144.2
522,3000,58,1.72,1316,89.8,25.9,15.3,20.6,2486,207.2,0.304,6,432,228.7
523,2500,141.2,4.01,1442,88.7,34.3,13.2,23.8,2442,203.5,0.13,14.9,474,204.4
524,2500,157.3,2.39,2178,87.6,33.2,11.2,22.2,2285,190.4,0.138,12.9,152,239.7
525,2000,105.9,4.52,2403,62.7,33.8,11.3,22.5,1872,156,0.1,14,450,205
526,2000,152,2.88,1139,82.7,29.4,16.2,22.8,1297,108.1,0.233,9.6,436,198.1
527,1500,156.9,4.64,2206,86.3,32.2,11.2,21.7,1291,107.6,0.164,14.5,281,185.1
528,1000,190.3,4.91,1968,70,35,15.5,25.2,1778,148.2,0.1,14.8,262,149.2
529,2500,59.7,2.27,1346,66.6,29.3,11.9,20.6,2339,194.9,0.198,9.7,269,220.5
530,2500,78.8,2.83,2134,82.5,33.5,18.7,26.1,1574,131.2,0.144,13.4,340,191
531,3000,60.3,4.17,2092,62.7,25.8,10.5,18.2,1741,145.1,0.169,11.7,343,229.5
532,3000,180.2,1.11,1213,88.2,30.4,13.9,22.2,1629,135.8,0.217,7,422,244.8
533,2000,168.9,4.31,1753,64.7,28.3,17.6,23,2107,175.6,0.168,9,245,197.5
534,2500,136.2,2.96,2137,73.7,30.2,17.5,23.8,1148,95.7,0.163,12.2,114,196.7
535,3000,62.5,3.63,1287,89.5,26.1,11.4,18.8,2080,173.3,0.111,6.6,226,209.9
536,2500,91,0.4,1694,89.6,28.7,12,20.4,2178,181.5,0.401,8.2,370,198.9
537,1500,94.7,3.83,1181,83.3,25.8,15.5,20.6,2073,172.8,0.1,8.3,444,149.5
538,2000,134.1,1.55,1460,85.2,29.5,16.8,23.2,2016,168,0.199,9.2,212,190.8
